gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
LOC285972,0.085672425,0.1,0.1,0.1,0.1,0.1,2.5,0.1,0.1380065
LOC286002,0.067991375,0.0851304,0.252070833,0.140732917,5.34265,0.1771708,0.2,0.2839165,3.4532375
LOC286059,0.066669425,0.1,0.1,0.1,0.1,0.1,0.1,0.187607,0.1
LOC286083,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12574735
LOC286094,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.086473475
LOC286114,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.083182475
LOC286135,0.079382275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC286177,0.1,0.1,0.1,0.107786167,0.1,0.1,0.1,0.1,0.1
LOC286184,0.078296125,0.1,0.1,0.1,0.130669,0.1,0.1,0.1,0.165524425
LOC286186,0.0559651,1.0393645,0.1,0.10675075,0.1,0.9600694,0.1,0.1,0.15405225
LOC286189,0.455019,0.1,0.1,0.109461583,0.1,0.1,0.1,0.1,0.2818995
LOC286190,0.1,0.11129925,0.086159733,0.167662833,0.130407,0.1,0.1,0.1166075,0.0598622
LOC286238,0.09924465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.094876175
LOC286297,0.1400105,0.1,0.1,0.1,0.1,0.1,0.1,0.1289775,0.058200875
LOC286297,0.1,0.1,0.181580683,0.1,0.1,0.1,0.1,0.1,0.1
LOC286359,0.1,0.1,0.106036167,0.1,0.1,0.1,0.1,0.1,0.1
LOC286367,0.5267785,0.31319625,1.612731667,0.507470583,3.42628,0.3396272,3.1,0.2254555,1.53312
LOC286370,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC286437,1.30679025,1.38894875,1.262021667,1.462265583,1.41348,2.98793,0.6,0.80454,2.6773325
LOC286442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC286467,0.2879945,0.19166875,0.1,0.50475325,0.1,0.1660214,0.2,0.1021885,0.1001026
LOC338579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC338588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC338651,0.1211531,0.28074575,0.410208783,0.187010833,2.23109,0.1883472,0.1,0.1611885,0.91094575
LOC338739,0.083600325,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC338758,0.83422885,0.82729825,0.180457333,0.4244695,2.544,0.8441996,5.0,0.372683,2.693425
LOC338799,0.304944675,0.40343325,0.529529833,0.430408917,0.1,0.149122,0.2,0.1,0.441618
LOC338817,0.1062415,0.258279,0.18081275,0.243628917,1.18865,0.3006456,0.1,0.1183395,0.44846125
LOC338963,0.1,0.1,0.133182167,0.108126667,0.1,0.1,0.1,0.1,0.085134575
LOC339166,0.1,0.1,0.093519017,0.1,0.1,0.1,0.1,0.1,0.1
LOC339240,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC339290,2.9670525,2.095648,4.306491667,1.803187083,3.63901,3.968422,2.3,1.157515,1.07276925
LOC339298,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0863863
LOC339442,0.0844361,0.1,0.1,0.1043585,0.1,0.1,0.1,0.1,0.1
LOC339505,0.16323045,0.158676,0.8947715,0.101707167,0.127915,0.2266362,1.8,0.1,0.096308425
LOC339524,0.39114315,0.207304525,0.092031767,0.207386167,0.436173,0.2119534,0.1,0.208097,0.65707085
LOC339529,0.09679625,0.131935725,0.1,0.139833917,0.289174,0.1005006,0.2,0.1,0.114143
LOC339535,0.1,0.1,0.1,0.108798167,0.1,0.1,0.1,1.19753,0.214754575
LOC339568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC339593,0.141591975,0.15420275,0.1,0.1,0.1,0.1029816,0.1,0.1,0.1
LOC339622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC339666,0.115660075,0.22953525,0.1,0.117941917,0.1,0.180257,0.2,0.1022565,0.1091125
LOC339685,0.06497455,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.067311
LOC339788,0.073361925,0.16843875,0.1,0.268905583,0.351917,0.1,0.1,0.1,0.162121325
LOC339803,1.1999945,0.83358375,0.684313,1.162064167,1.17102,1.587148,0.4,0.3506025,0.471968
LOC339807,0.087533525,0.104303125,0.1,0.100221333,0.1,0.1,0.1,0.1,0.1
LOC339822,0.1,0.1,0.1,0.1,0.175607,0.1,0.1,0.1,0.08981585
LOC339862,0.1,0.1,0.1,0.104009417,0.1,0.1,0.1,0.1,0.084788125
LOC339874,0.134635375,0.17631125,0.1,0.156998917,0.649105,0.1,0.3,0.1,1.052308
LOC339894,0.263214,0.25570675,0.101505667,0.171794,0.254132,0.1194374,0.1,0.312678,0.1
LOC339926,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC339975,0.0937896,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC340017,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.099596075
LOC340037,0.1100928,0.132930075,0.5258015,0.1,0.1,0.1135234,0.1,0.1,0.077034523
LOC340073,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC340074,0.071324625,0.09482555,0.08781195,0.217850917,0.1,0.1,0.1,0.1,0.1410835
LOC340094,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC340107,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC340113,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC340357,0.1,0.1,1.304535,0.1,0.1,0.1,0.6,0.1,0.1
LOC340508,0.084532725,0.1,0.1,0.1,0.1,0.1,0.1,0.118524,0.101265425
LOC340515,0.085808125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08821345
LOC340544,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC341056,0.10950275,0.213477,0.415109833,0.1,0.1,0.1,0.1,0.1529055,0.078209875
LOC344595,1.277628025,3.353082,2.212168167,0.6939335,2.17369,3.246572,0.1,0.69639,1.283465
LOC344887,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC344967,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC347411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10056575
LOC348120,0.081126875,0.08638715,0.1,0.1,0.143256,0.1,0.1,0.1,0.041662195
LOC348761,0.0784947,0.06113515,0.1,0.100576417,0.1,0.1,0.1,0.1,0.07865065
LOC349160,0.10446925,0.1,0.1,0.1,0.346666,0.1,0.1,0.1,0.21133315
LOC349196,0.12769175,0.6152185,0.369164,0.659984333,1.30291,0.390632,0.1,0.1185255,0.47137205
LOC349196,0.102548975,0.662635,0.369604017,0.591909583,1.1311,0.349581,0.1,0.1,0.50982705
LOC349196,0.128933475,0.65093525,0.368943983,0.570618333,0.916333,0.3665828,0.1,0.1,0.41146315
LOC374443,0.56011075,0.53893375,1.4318515,0.2581725,0.190673,0.2677126,2.4,0.364866,0.201358525
LOC375010,0.0777643,0.127233125,0.088681733,0.1415,0.299646,0.1946964,0.1,0.1,0.65213625
LOC375190,2.3764875,2.545603,2.514661667,2.62844,2.01054,4.528438,1.4,2.16055,1.87979425
LOC375196,0.1,0.1,0.0930176,0.101986,0.1,0.1,0.1,0.1055585,0.398167
LOC375295,0.25737125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.113987
LOC386597,0.080704325,0.1054778,0.083991233,0.119354667,0.643158,0.1628882,0.1,0.1212415,0.60259325
LOC386758,3.61921,2.692805,1.801823333,2.126374167,4.30535,2.627122,0.4,0.3402845,0.4356865
LOC387646,0.1913758,0.90259575,0.697549833,0.722834417,0.328782,0.779353,2.8,0.132913,0.3094555
LOC387647,3.1104485,4.44848,5.370728333,5.1437375,5.18943,5.980598,1.4,3.16719,2.2409025
LOC387723,0.08639095,0.1224158,0.323516667,0.185800667,0.1,0.1422358,0.1,0.1,0.06277525
LOC387895,0.2140145,0.1,0.1,0.100957167,0.1,0.1,0.1,0.1,0.1
LOC388152,0.367575,0.175149,1.466319,0.467740833,0.1,0.1197098,0.1,0.1,0.132623925
LOC388276,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC388387,0.082046825,0.1,0.1,0.101769,0.1,0.1,0.2,0.1,0.1
LOC388499,0.1,0.1,0.0892314,0.1,0.1,0.1,0.1,0.1517655,0.1
LOC388553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC388588,0.1,0.1,0.107712333,0.105196667,0.1,0.1,0.1,0.1,0.1
LOC388630,0.0626719,0.1,0.0881471,0.1,0.1,0.1,0.1,0.1,0.05319644
LOC388692,0.2701551,0.2617971,0.166591167,0.10131325,0.850334,0.1994426,0.5,0.490831,0.42726125
LOC388796,3.2583175,3.4204945,11.29688333,1.1359225,0.710516,1.3749828,1.8,1.0307075,0.45056575
LOC388813,0.091824925,0.1,0.1,0.1,0.1,0.1038546,0.2,0.1,0.09182415
LOC388849,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC388906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.093721125
LOC388942,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC388946,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC388948,0.0887899,0.1,0.1,0.100779833,0.1,0.1,0.1,0.1,0.12152005
LOC389023,0.1,0.16222025,0.1,0.250586667,4.05719,0.2716728,0.1,0.3383725,1.28523325
LOC389033,0.1,0.1705565,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC389043,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC389247,0.095072425,0.1,0.1,0.105963417,0.1,0.1176558,0.1,0.1,0.1
LOC389332,0.08274675,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09080365
LOC389458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC389493,0.18051225,0.1,0.1,0.1,0.607161,0.1,0.1,0.256156,0.159093
LOC389634,0.1,0.1,1.245881167,0.1,0.1,0.1,0.1,0.1,0.1003165
LOC389641,0.0861154,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
LOC389705,0.2185935,0.2604055,0.089084933,0.420361,0.326108,0.2435778,0.1,0.1,0.34966575
LOC389765,3.949211375,5.2952875,5.516098333,3.370215,0.887253,5.001476,1.6,0.8775915,3.42276
LOC389791,0.056467,0.1,0.08405458,0.105544,0.241971,0.1,0.1,0.1,0.04296741
LOC389831,10.023835,3.7552925,7.789995,5.393183333,5.61644,2.946656,0.3,1.2028255,1.81682625
LOC389834,0.791001,0.555638,0.084017622,0.610888333,0.1,0.3055212,0.5,0.1045015,1.20161425
LOC389906,0.131063,0.62536475,3.109435,0.10383325,0.435977,0.187219,0.1,0.2265935,0.22444925
LOC390660,0.1,0.1,0.106555167,0.1,0.1,0.1,0.1,0.1,0.07623448
LOC390660,0.1,0.1,0.106555167,0.1,0.1,0.1,0.1,0.1,0.07623448
LOC390705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC390705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC390858,0.20774825,0.1,0.1,0.116769167,0.1,0.1,0.1,0.1,0.1
LOC390940,4.815595,2.154186,2.851536667,2.79051275,0.1,1.7975054,0.8,0.4876995,0.83579525
LOC391322,0.1,0.54107925,0.616875,0.792264833,0.673646,0.2260398,0.5,0.182029,0.1
LOC392196,0.115785,0.276872125,0.130098167,0.403004667,0.375251,0.1736056,0.1,0.1,0.59499725
LOC392232,0.1,0.1,0.086658017,0.1,0.371084,0.1,0.1,0.1,0.07274035
LOC392364,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC399708,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.079563925
LOC399715,2.454442,3.58306,1.1632,3.303033333,0.1,0.3576206,2.3,0.2030585,1.2217725
LOC399744,0.09824507,0.139259025,0.708873667,0.19552775,0.1,0.1,0.1,0.1407355,0.153225875
LOC399753,0.477261825,0.51844075,1.581483333,0.808282417,0.731231,0.389429,0.4,0.238429,0.81532275
LOC399815,0.143547975,0.1,0.354338333,0.1,0.1,0.1,0.1,0.1,0.14420975
LOC399829,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.08877735
LOC399939,0.081068625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.055691525
LOC399939,0.081068625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.055691525
LOC399940,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.071088575
LOC399940,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0876452
LOC400027,4.364537,10.45674,3.857996667,7.327536667,5.41017,10.51302,2.6,2.48685,1.40932675
LOC400043,1.0476184,0.37648,0.242562667,0.17722225,0.194523,0.2817214,3.0,0.2134295,0.12381415
LOC400084,0.099664075,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09503775
LOC400236,0.152090425,0.4516155,0.215787167,0.270435917,0.534294,0.179839,0.4,0.305209,0.11845075
LOC400238,0.1,0.1,0.0997651,0.1,0.1,0.1286172,0.3,0.1,0.23272075
LOC400456,0.09282265,0.1,0.1,0.1,0.789566,0.1,0.1,0.276115,1.5070355
LOC400548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC400550,0.141635,0.0811075,0.1,0.1,0.1,0.1022374,0.1,2.499805,0.14535675
LOC400558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC400604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2743255
LOC400620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC400643,0.1,0.1,0.466251667,0.1,0.1,0.1,0.1,0.1,0.1
LOC400654,0.1,0.083268325,0.1,0.1,0.1,0.1,0.1,0.1,0.083912075
LOC400655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC400657,3.1046,5.494805,1.261448333,1.683253,1.47085,4.256512,1.4,0.6122175,1.53081
LOC400680,0.186521275,0.08751075,0.092579283,0.1174075,0.1,0.1,0.1,0.1,0.1257267
LOC400684,0.1214884,0.0999608,0.094402133,0.1333,0.1,0.1,0.1,0.1,0.12663925
LOC400685,0.118116,0.1,0.100883833,0.1,0.1,0.1,0.1,0.1763005,0.1
LOC400752,0.09432615,0.145747075,0.088802933,0.165895083,0.1,0.1566126,0.1,0.112933,0.0814907
LOC400794,0.1,0.1,0.093974667,0.1,0.1,0.1,0.1,0.1,0.1
LOC400891,0.058874845,0.079899375,0.08536815,0.1,0.231538,0.1,0.1,0.1,0.0602554
LOC400927,0.1,0.60220325,0.1409695,0.3628915,0.1,0.2254306,0.5,0.1,0.29110425
LOC400940,0.18150235,1.80104025,0.694033333,0.10131675,1.61641,1.2197116,0.1,0.1,0.216252525
LOC400958,0.0819379,0.15782725,0.1,0.111658,0.1,0.1,0.1,0.1,0.053048875
LOC401010,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC401052,0.520060275,0.4229895,0.124475333,0.467711417,0.136111,0.1089662,0.1,0.122967,0.114690475
LOC401074,0.171897825,0.08345965,0.324666667,0.1,0.1,0.1217654,0.1,0.123936,0.065058925
LOC401074,0.171897825,0.08345965,0.324666667,0.1,0.1,0.1217654,0.1,0.123936,0.065058925
LOC401093,0.1,0.1,0.1,0.1,0.1,0.280834,0.1,0.1,0.1
LOC401109,0.1,0.321464,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC401127,0.158658675,0.408918925,0.925489167,0.141809917,0.15982,0.1786954,0.1,0.160036,0.081760875
LOC401134,0.082157925,0.08348565,0.24928685,0.1,0.413314,0.109484,1.4,0.1,0.98609075
LOC401164,0.158184,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC401177,0.1,0.1,0.1,0.1,0.109042,0.1073222,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051736193
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.0817136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401242,0.08172665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.051732858
LOC401320,0.78686375,1.7310015,1.473416333,1.664874,0.499308,0.5755234,1.8,1.1196235,1.6047725
LOC401321,2.614985,0.880734,1.7954615,0.792218583,0.670196,0.565105,0.1,0.2849795,1.39177
LOC401324,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC401397,17.203615,9.9589975,7.962578333,14.04549833,10.9053,9.7392,8.1,8.29007,3.191645
LOC401431,0.2634265,0.261411,0.285084,0.262191,0.1,0.140389,0.1,0.1,0.0876207
LOC401463,0.1,0.1,0.1,0.1,0.275727,0.1,0.1,0.1,0.0822735
LOC401497,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
LOC401557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC401588,0.8304935,1.6889945,0.779459667,0.54761875,0.1,0.7694788,3.7,0.2151815,0.14446725
LOC401980,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.082075725
LOC402160,0.1,0.071391925,0.276216667,0.1,0.1,0.1,0.1,0.1,0.1
LOC402779,0.10490275,0.0907204,0.09044225,0.1,0.1,0.1,0.1,0.1,0.08702125
LOC407835,0.059249775,0.08643155,0.551624667,0.100545583,0.15162,0.1,0.1,0.1,0.08662275
LOC415056,0.2357505,0.844797,0.1,0.694306167,0.1,0.1,0.1,0.1,0.1315785
LOC439949,0.3994085,3.58715,0.3643575,0.363846167,0.336645,4.549076,0.1,0.1,0.64323875
LOC439950,0.602930925,0.67544165,3.057011667,2.223539583,1.44314,0.1194458,0.1,0.313855,3.4919675
LOC439990,0.11632975,0.0936183,0.08753885,0.104307167,0.1,0.1,0.1,0.1,0.1
LOC439994,0.170280025,0.373647,1.711040833,0.4035465,0.969556,0.5863074,0.2,0.247461,0.26401825
LOC440028,0.0960383,0.084949075,0.432654617,0.11358125,0.1,0.1,0.1,0.1838445,0.080621425
LOC440040,0.077922225,0.1,0.2885875,0.1,1.86154,0.1091254,0.1,0.138796,1.6547325
LOC440041,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1039695
LOC440117,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440131,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440173,0.08655055,0.1,0.1,0.135349917,0.127066,0.1296082,0.1,0.1023045,0.03949746
LOC440288,0.34071975,0.34788875,2.347157333,0.340260667,0.1,0.2590296,0.1,0.2031955,0.1035162
LOC440297,0.0458555,0.049810575,0.331323167,0.106791917,0.1,0.1,0.1,0.1,0.054491875
LOC440297,0.04055241,0.05106265,0.3782985,0.1092375,0.1,0.1,0.1,0.1,0.0548835
LOC440297,0.0458555,0.037250788,0.372857167,0.104277333,0.1,0.1,0.1,0.1,0.0551172
LOC440300,0.126357175,0.17940575,0.752578667,0.263885583,0.415106,0.1226248,0.1,0.1,0.2041065
LOC440335,0.1,0.120595,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440354,3.11314625,4.5002825,4.751228333,2.5734675,4.21673,2.485958,7.5,6.786415,2.772785
LOC440354,2.44195425,2.740215,5.452885,2.0730495,4.36063,1.859864,4.4,6.823155,2.4624
LOC440356,0.17873375,0.7206255,0.102441333,0.671995833,0.549943,0.3715956,0.1,0.1,0.16200725
LOC440434,3.33834,3.7552525,3.846165,3.8433825,5.10348,2.2743738,2.6,1.138294,2.5962825
LOC440461,0.088654025,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.081788675
LOC440518,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440563,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440600,0.0865106,0.082573075,0.086753633,0.13303,0.190913,0.1,0.1,0.1305655,0.0594156
LOC440700,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440704,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440894,0.0971707,0.147643,0.1,0.10439325,2.59247,0.1046012,0.1,0.230475,1.15218175
LOC440894,0.1256265,0.096308575,0.1,0.10439325,3.01122,0.1046012,0.1,0.1973015,1.29403325
LOC440895,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.387525
LOC440895,0.1,0.1,0.1,0.1,0.414513,0.1,0.1,0.1,0.1982175
LOC440896,0.1775235,0.050945325,0.091616217,0.12658075,0.384788,0.1,0.1,0.140617,1.7445525
LOC440900,0.09837585,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
LOC440905,0.10039575,0.087445525,0.150643,0.103837,0.158798,0.1,0.1,0.1,0.1333645
LOC440910,0.1,0.090830675,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC440925,0.0810025,0.1,0.1,0.120949417,0.358572,0.1,0.1,0.1,0.0800928
LOC440944,3.076958125,4.861665,2.316876667,2.772751917,2.78383,3.806206,5.4,1.3027735,2.3591475
LOC440970,0.1,0.0775615,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC441009,0.09121155,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.065111175
LOC441025,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC441177,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC441204,0.670810525,0.743119,2.73718,1.574899583,1.29493,1.3570192,0.1,0.2233425,1.277424
LOC441242,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC441454,0.26786525,0.81597475,1.7085425,0.737806833,1.08283,0.4359696,1.3,0.1727905,0.54931475
LOC441455,0.08052265,0.11049445,0.100461333,0.169092667,1.12031,0.1,0.4,0.2142025,0.1490403
LOC441461,0.3023895,0.1276935,0.131239333,0.218568167,0.1,0.2980772,0.1,0.3243405,0.79769575
LOC441495,0.1,0.1,0.1,0.1,0.422648,0.106139,0.1,0.1,0.0562828
LOC441601,0.082133575,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.08956935
LOC441666,0.4922575,0.23196825,0.379546,0.121837333,1.30818,0.2983058,0.1,0.101371,0.86388225
LOC442028,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC442132,0.07809625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC442421,0.175774425,0.101106625,0.105246667,0.15857025,0.326955,0.187712,0.4,0.1,0.10268135
LOC442459,0.080862275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC442497,0.0849428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10671525
LOC493754,3.3208275,3.01267,4.791676667,1.911753333,5.04541,2.586768,5.2,1.2689625,1.8385375
LOC494127,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0921347
LOC494141,0.076899715,0.1,0.088275883,0.1,0.1,0.1,0.1,0.1,0.1
LOC494558,0.1,0.1,0.1,0.1,0.312665,0.1,0.1,0.1,0.090496575
LOC503519,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC541471,5.5358,0.1,1.205375,0.3292825,2.14807,1.4436284,4.3,2.397865,0.19529375
LOC541473,0.117723975,0.1326615,0.115289833,0.114493083,0.1,0.1,0.1,0.1,0.089973575
LOC550112,1.92559475,0.96215625,0.256901667,1.08919075,1.54286,1.3410422,0.4,0.7189205,0.442627175
LOC550113,0.1,0.18371775,0.1,0.1,0.1,0.1843552,0.1,0.1,0.12754225
LOC550643,10.43026,11.40771,17.10251667,10.16295417,23.7047,12.9848,10.0,9.78311,4.3925975
LOC553103,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC554201,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC554206,0.13055775,0.570030775,0.093251683,0.2703565,0.280311,0.3054634,0.1,0.1,0.12439125
LOC554223,0.1,0.1,0.1,0.1,0.299066,0.1,0.1,0.1,0.07852325
LOC554223,0.1,0.1,0.1,0.1,0.299066,0.1,0.1,0.1,0.07852325
LOC554223,0.1,0.1,0.1,0.1,0.299066,0.1,0.1,0.1,0.07852325
LOC554223,0.076363705,0.1,0.1,0.1,0.299066,0.1,0.1,0.1,0.076381345
LOC554223,0.076363705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.076381345
LOC554223,0.087137575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.07852325
LOC554223,0.087137575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.076381345
LOC554223,0.06350128,0.1,0.1,0.1,0.299066,0.1,0.1,0.1,0.0625184
LOC572558,0.11036875,0.1,0.1,0.1,0.1,0.1,0.4,0.1997,0.10961475
LOC574538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC595101,0.1,0.278853,0.478974333,0.285676167,0.1,0.2310972,0.4,0.605905,0.125201
LOC606724,0.09425795,0.213136,0.25116,0.114321167,0.1,0.1,0.1,0.1,0.98823125
LOC606724,0.09425795,0.31960525,0.25356,0.114326167,0.1,0.102492,0.8,0.1,1.09798525
LOC613037,1.3820475,2.6645375,12.991375,1.888607083,2.38364,0.9443386,3.3,7.97148,4.1472425
LOC613038,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC613038,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC619207,0.071365,0.09191565,0.246934,0.102738,0.1,0.1,0.1,0.1,0.04824685
LOC63930,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC641298,7.7584325,13.655155,13.85095,10.65171417,11.205,6.031068,20.5,20.1659,8.0657725
LOC641364,0.1960075,0.1,0.5643,0.1,0.1,0.1,0.1,0.1,0.1
LOC641365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC641367,0.2520795,0.15317575,0.411988167,0.158033583,0.276509,0.1431642,0.6,0.1136575,0.204039
LOC641515,0.1,0.1,0.1,0.104581917,0.1,0.1,0.1,0.1,0.1
LOC641518,0.12003275,0.1,0.1,0.1,0.276227,0.1,0.1,0.1,0.16160275
LOC641746,0.0873315,0.1,0.1,0.107946417,0.1,0.1,0.1,0.1,0.081121625
LOC642236,0.23242875,0.2397525,0.823544333,0.273846167,0.269042,0.216894,0.1,0.1639975,1.04785825
LOC642361,0.089377375,0.1259823,0.113597667,0.267320917,0.308377,0.1811516,0.2,0.1,0.0879931
LOC642366,0.1,0.0778026,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC642426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
LOC642826,0.094172275,0.166896025,0.319660217,0.118990833,0.1,0.1,0.2,0.1,0.096081775
